user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,item_id
21,5,slow,neg,slow,neg,True,los angeles,1205.0
2505,1,oscar (best picture),pos,oscar (best picture),pos,True,overrated,55.0
2505,2,drama,pos,drama,pos,True,overrated,55.0
2505,3,tom hanks,neg,tom hanks,neg,True,overrated,55.0
2505,4,seen more than once,neg,seen more than once,neg,True,overrated,55.0
2505,5,boring,neg,boring,neg,True,overrated,55.0
492,1,aliens,neg,aliens,neg,True,sci-fi,8.0
492,2,action,pos,action,pos,True,sci-fi,8.0
492,3,robots,pos,robots,pos,True,sci-fi,8.0
492,4,dvd,pos,dvd,pos,True,sci-fi,8.0
492,5,future,neg,future,neg,True,sci-fi,8.0
2661,1,war,neg,war,neg,True,action,15.0
2661,2,dvd,neg,dvd,neg,True,action,15.0
2661,3,aliens,neg,aliens,neg,True,action,15.0
2661,4,superhero,neg,superhero,neg,True,action,15.0
2661,5,dark,neg,dark,neg,True,action,15.0
4645,1,quirky,pos,quirky,pos,True,time travel,316.0
4645,2,thriller,neg,thriller,neg,True,time travel,316.0
4645,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,316.0
4645,4,future,neg,future,neg,True,time travel,316.0
4645,5,dystopia,neg,dystopia,neg,True,time travel,316.0
4607,1,sci-fi,neg,sci-fi,neg,True,superhero,334.0
4607,2,film noir,neg,film noir,neg,True,comic book,334.0
4607,3,action,pos,action,pos,True,comic book,334.0
4607,4,marvel,pos,marvel,pos,True,comic book,334.0
4607,5,comic book,pos,comic book,pos,True,super-hero,334.0
7273,1,sci-fi,pos,sci-fi,pos,True,superhero,209.0
7273,2,spoof,neg,spoof,neg,True,super-hero,209.0
7273,3,dark,neg,dark,neg,True,super-hero,209.0
7273,4,marvel,neg,marvel,neg,True,super-hero,209.0
7273,5,comic book,pos,comic book,pos,True,super-hero,209.0
32,1,dark,neg,dark,neg,True,dystopia,123.0
32,2,robots,neg,robots,neg,True,dystopia,123.0
32,3,time travel,neg,time travel,neg,True,dystopia,123.0
32,4,comic book,neg,comic book,neg,True,dystopia,123.0
32,5,post-apocalyptic,neg,post-apocalyptic,neg,True,dystopia,123.0
4805,1,dark,neg,dark,neg,True,dystopia,276.0
4805,2,robots,pos,robots,pos,True,dystopia,276.0
4805,3,time travel,neg,time travel,neg,True,dystopia,276.0
4805,4,comic book,neg,comic book,neg,True,dystopia,276.0
4805,5,post-apocalyptic,neg,post-apocalyptic,neg,True,dystopia,276.0
6729,1,aliens,neg,aliens,neg,True,sci-fi,173.0
6729,2,action,neg,action,neg,True,sci-fi,173.0
6729,3,robots,neg,robots,neg,True,sci-fi,173.0
6729,4,adventure,neg,adventure,neg,True,space,173.0
6729,5,satire,neg,satire,neg,True,parody,173.0
2075,1,satire,neg,satire,neg,True,animation,176.0
2075,2,family,neg,family,neg,True,animation,176.0
2075,3,comedy,neg,comedy,neg,True,animation,176.0
2075,4,fun,neg,fun,neg,True,animation,176.0
2075,5,seen more than once,neg,seen more than once,neg,True,animation,176.0
6338,1,interesting,neg,interesting,neg,True,harrison ford,70.0
6338,2,action,neg,action,neg,True,harrison ford,70.0
6338,3,sequel,neg,sequel,neg,True,harrison ford,70.0
6338,4,robots,pos,robots,pos,True,sci-fi,70.0
6338,5,adventure,neg,adventure,neg,True,harrison ford,70.0
2660,1,intense,neg,intense,neg,True,surreal,86.0
2660,2,quirky,pos,quirky,pos,True,surreal,86.0
2660,3,dystopia,neg,dystopia,neg,True,surreal,86.0
2660,4,sci-fi,neg,sci-fi,neg,True,surreal,86.0
2660,5,romance,neg,romance,neg,True,surreal,86.0
211,1,sci-fi,neg,sci-fi,neg,True,seen more than once,289.0
211,2,overrated,pos,overrated,pos,True,seen more than once,289.0
211,3,drama,neg,drama,neg,True,seen more than once,289.0
211,4,classic,neg,classic,neg,True,seen more than once,289.0
211,5,surreal,neg,surreal,neg,True,seen more than once,289.0
4887,1,love,neg,love,neg,True,religion,155.0
4887,2,death,neg,death,neg,True,religion,155.0
4887,3,sad,neg,sad,neg,True,religion,155.0
4887,4,matt damon,neg,matt damon,neg,True,religion,155.0
4887,5,adventure,neg,adventure,neg,True,religion,155.0
6536,1,historical,neg,historical,neg,True,tom hanks,605.0
6536,2,overrated,neg,overrated,neg,True,tom hanks,605.0
6536,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,605.0
6536,4,oscar (best picture),neg,oscar (best picture),neg,True,tom hanks,605.0
6536,5,funny,neg,funny,neg,True,tom hanks,605.0
1866,1,action,neg,action,neg,True,anime,1849.0
1866,2,fantasy,pos,fantasy,pos,True,anime,1849.0
1866,3,animation,neg,animation,neg,True,anime,1849.0
1866,4,beautiful,neg,beautiful,neg,True,anime,1849.0
1866,5,cute,neg,cute,neg,True,anime,1849.0
5586,1,espionage,neg,espionage,neg,True,hitchcock,218.0
5586,2,murder,neg,murder,neg,True,hitchcock,218.0
5586,3,horror,neg,horror,neg,True,hitchcock,218.0
5586,4,mystery,pos,mystery,pos,True,hitchcock,218.0
5586,5,seen more than once,neg,seen more than once,neg,True,hitchcock,218.0
1041,1,africa,neg,africa,neg,True,drugs,709.0
1041,2,intense,neg,intense,neg,True,drugs,709.0
1041,3,violence,neg,violence,neg,True,drugs,709.0
1041,4,jim carrey,neg,jim carrey,neg,True,quirky,709.0
1041,5,black comedy,neg,black comedy,neg,True,quirky,709.0
6298,1,spoof,neg,spoof,neg,True,super-hero,282.0
6298,2,action,pos,action,pos,True,super-hero,282.0
6298,3,new york,neg,new york,neg,True,super-hero,282.0
6298,4,sequel,neg,sequel,neg,True,super-hero,282.0
6298,5,dvd,pos,dvd,pos,True,super-hero,282.0
3232,1,nazis,neg,nazis,neg,True,prison,4.0
3232,2,classic,pos,classic,pos,True,prison,4.0
3232,3,revenge,pos,revenge,pos,True,prison,4.0
3232,4,seen more than once,pos,seen more than once,pos,True,prison,4.0
3232,5,drama,pos,drama,pos,True,prison,4.0
2788,1,nudity (topless - brief),pos,nudity (topless - brief),pos,True,zombies,345.0
2788,2,cult film,pos,cult film,pos,True,zombies,345.0
2788,3,sequel,neg,sequel,neg,True,zombies,345.0
2788,4,spoof,neg,spoof,neg,True,zombies,345.0
2788,5,shakespeare,neg,shakespeare,neg,True,zombies,345.0
2549,1,comic book,neg,comic book,neg,True,jim carrey,640.0
2549,2,quirky,neg,quirky,neg,True,jim carrey,640.0
2549,3,drama,neg,drama,neg,True,jim carrey,640.0
2549,4,comedy,pos,comedy,pos,True,jim carrey,640.0
2549,5,seen more than once,pos,seen more than once,pos,True,jim carrey,640.0
4189,1,intense,neg,intense,neg,True,surreal,236.0
4189,2,quirky,pos,quirky,pos,True,surreal,236.0
4189,3,dystopia,neg,dystopia,neg,True,surreal,236.0
4189,4,sci-fi,pos,sci-fi,pos,True,surreal,236.0
4189,5,romance,pos,romance,pos,True,surreal,236.0
5869,1,intense,neg,intense,neg,True,surreal,236.0
5869,2,quirky,pos,quirky,pos,True,surreal,236.0
5869,3,dystopia,neg,dystopia,neg,True,surreal,236.0
5869,4,sci-fi,pos,sci-fi,pos,True,surreal,236.0
5869,5,romance,pos,romance,pos,True,surreal,236.0
2053,1,war,pos,war,pos,True,action,12.0
2053,2,dvd,neg,dvd,neg,True,action,12.0
2053,3,aliens,pos,aliens,pos,True,action,12.0
2053,4,superhero,neg,superhero,neg,True,action,12.0
2053,5,dark,neg,dark,neg,True,action,12.0
69,1,satire,neg,satire,neg,True,animation,176.0
69,2,family,neg,family,neg,True,animation,176.0
69,3,comedy,neg,comedy,neg,True,animation,176.0
69,4,fun,neg,fun,neg,True,animation,176.0
69,5,seen more than once,neg,seen more than once,neg,True,animation,176.0
2866,1,future,neg,future,neg,True,space,83.0
2866,2,sci-fi,pos,sci-fi,pos,True,aliens,83.0
2866,3,stupid,neg,stupid,neg,True,aliens,83.0
2866,4,based on a book,neg,based on a book,neg,True,classic,83.0
2866,5,aliens,pos,aliens,pos,True,space,83.0
1059,1,drama,pos,drama,pos,True,war,13.0
1059,2,historical,pos,historical,pos,True,war,13.0
1059,3,dvd,pos,dvd,pos,True,war,13.0
1059,4,holocaust,neg,holocaust,neg,True,war,13.0
1059,5,classic,neg,classic,neg,True,war,13.0
4664,1,action,neg,action,neg,True,anime,1575.0
4664,2,fantasy,pos,fantasy,pos,True,anime,1575.0
4664,3,animation,neg,animation,neg,True,anime,1575.0
4664,4,beautiful,neg,beautiful,neg,True,anime,1575.0
4664,5,cute,neg,cute,neg,True,anime,1575.0
1103,1,aliens,neg,aliens,neg,True,sci-fi,22.0
1103,2,action,pos,action,pos,True,sci-fi,22.0
1103,3,robots,neg,robots,neg,True,sci-fi,22.0
1103,4,dvd,pos,dvd,pos,True,sci-fi,22.0
1103,5,future,neg,future,neg,True,sci-fi,22.0
3163,1,war,neg,war,neg,True,action,248.0
3163,2,dvd,neg,dvd,neg,True,action,248.0
3163,3,aliens,neg,aliens,neg,True,action,248.0
3163,4,superhero,neg,superhero,neg,True,action,248.0
3163,5,dark,neg,dark,neg,True,action,248.0
3424,1,drama,pos,drama,pos,True,twist ending,34.0
3424,2,suspense,pos,suspense,pos,True,twist ending,34.0
3424,3,nonlinear,neg,nonlinear,neg,True,twist ending,34.0
3424,4,mystery,neg,mystery,neg,True,twist ending,34.0
3424,5,interesting,pos,interesting,pos,True,twist ending,34.0
6390,1,sequel,neg,sequel,neg,True,los angeles,889.0
6390,2,new york city,pos,new york city,pos,True,los angeles,889.0
6390,3,black comedy,neg,black comedy,neg,True,satire,889.0
6390,4,boxing,neg,boxing,neg,True,los angeles,889.0
6390,5,aliens,neg,aliens,neg,True,satire,889.0
5788,1,dvd,pos,dvd,pos,True,holocaust,14.0
5788,2,steven spielberg,pos,steven spielberg,pos,True,holocaust,14.0
5788,3,war,pos,war,pos,True,holocaust,14.0
5788,4,biography,pos,biography,pos,True,holocaust,14.0
5788,5,disturbing,pos,disturbing,pos,True,holocaust,14.0
1484,1,dvd,pos,dvd,pos,True,mental illness,80.0
1484,2,brad pitt,neg,brad pitt,neg,True,mental illness,80.0
1484,3,intense,neg,intense,neg,True,mental illness,80.0
1484,4,great movie,pos,great movie,pos,True,mental illness,80.0
1484,5,beautiful,pos,beautiful,pos,True,mental illness,80.0
3683,1,war,neg,war,neg,True,classic,270.0
3683,2,organized crime,neg,organized crime,neg,True,classic,270.0
3683,3,morgan freeman,neg,morgan freeman,neg,True,classic,270.0
3683,4,dvd,neg,dvd,neg,True,classic,270.0
3683,5,seen more than once,pos,seen more than once,pos,True,classic,270.0
487,1,drama,neg,drama,neg,True,steven spielberg,424.0
487,2,tom cruise,neg,tom cruise,neg,True,steven spielberg,424.0
487,3,harrison ford,neg,harrison ford,neg,True,steven spielberg,424.0
487,4,true story,neg,true story,neg,True,steven spielberg,424.0
487,5,dvd,pos,dvd,pos,True,steven spielberg,424.0
4669,1,historical,neg,historical,neg,True,tom hanks,1.0
4669,2,overrated,pos,overrated,pos,True,tom hanks,1.0
4669,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,1.0
4669,4,oscar (best picture),pos,oscar (best picture),pos,True,tom hanks,1.0
4669,5,funny,pos,funny,pos,True,tom hanks,1.0
7195,1,oscar (best picture),pos,oscar (best picture),pos,True,mel gibson,5.0
7195,2,overrated,pos,overrated,pos,True,mel gibson,5.0
7195,3,biography,pos,biography,pos,True,mel gibson,5.0
7195,4,history,pos,history,pos,True,mel gibson,5.0
7195,5,post apocalyptic,neg,post apocalyptic,neg,True,mel gibson,5.0
5896,1,quirky,neg,quirky,neg,True,time travel,17.0
5896,2,thriller,pos,thriller,pos,True,time travel,17.0
5896,3,post apocalyptic,pos,post apocalyptic,pos,True,time travel,17.0
5896,4,future,neg,future,neg,True,time travel,17.0
5896,5,dystopia,pos,dystopia,pos,True,time travel,17.0
3622,1,nudity (topless - brief),neg,nudity (topless - brief),neg,True,musical,574.0
3622,2,murder,pos,murder,pos,True,musical,574.0
3622,3,violent,neg,violent,neg,True,musical,574.0
3622,4,london,neg,london,neg,True,musical,574.0
3622,5,johnny depp,neg,johnny depp,neg,True,musical,574.0
2350,1,drama,pos,drama,pos,True,war,13.0
2350,2,historical,pos,historical,pos,True,war,13.0
2350,3,dvd,pos,dvd,pos,True,war,13.0
2350,4,holocaust,neg,holocaust,neg,True,war,13.0
2350,5,classic,neg,classic,neg,True,war,13.0
7827,1,film noir,pos,film noir,pos,True,comic book,403.0
7827,2,revenge,neg,revenge,neg,True,comic book,403.0
7827,3,terrorism,neg,terrorism,neg,True,comic book,403.0
7827,4,dark,pos,dark,pos,True,comic book,403.0
7827,5,dystopia,neg,dystopia,neg,True,comic book,403.0
5416,1,film noir,neg,film noir,neg,True,comic book,10.0
5416,2,revenge,pos,revenge,pos,True,comic book,10.0
5416,3,terrorism,neg,terrorism,neg,True,comic book,10.0
5416,4,dark,neg,dark,neg,True,comic book,10.0
5416,5,dystopia,neg,dystopia,neg,True,comic book,10.0
2910,1,dvd,neg,dvd,neg,True,gay,138.0
2910,2,cannibalism,neg,cannibalism,neg,True,oscar (best actor),138.0
2910,3,classic,neg,classic,neg,True,oscar (best actor),138.0
2910,4,mafia,neg,mafia,neg,True,oscar (best actor),138.0
2910,5,organized crime,neg,organized crime,neg,True,oscar (best actor),138.0
5377,1,children,neg,children,neg,True,johnny depp,157.0
5377,2,horror,neg,horror,neg,True,johnny depp,157.0
5377,3,predictable,pos,predictable,pos,True,johnny depp,157.0
5377,4,beautiful,neg,beautiful,neg,True,johnny depp,157.0
5377,5,suspense,pos,suspense,pos,True,johnny depp,157.0
471,1,boring,neg,boring,neg,True,magic,431.0
471,2,adventure,neg,adventure,neg,True,magic,431.0
471,3,predictable,neg,predictable,neg,True,magic,431.0
471,4,epic,neg,epic,neg,True,magic,431.0
471,5,overrated,neg,overrated,neg,True,magic,431.0
1161,1,aliens,neg,aliens,neg,True,sci-fi,480.0
1161,2,action,pos,action,pos,True,sci-fi,480.0
1161,3,boring,neg,boring,neg,True,based on a book,480.0
1161,4,prison,neg,prison,neg,True,based on a book,480.0
1161,5,fantasy,pos,fantasy,pos,True,based on a book,480.0
3298,1,drama,neg,drama,neg,True,steven spielberg,59.0
3298,2,interesting,neg,interesting,neg,True,harrison ford,59.0
3298,3,racism,neg,racism,neg,True,nazis,59.0
3298,4,holocaust,neg,holocaust,neg,True,steven spielberg,59.0
3298,5,history,neg,history,neg,True,steven spielberg,59.0
2325,1,bruce willis,neg,bruce willis,neg,True,christmas,295.0
2325,2,hitchcock,pos,hitchcock,pos,True,christmas,295.0
2325,3,family,neg,family,neg,True,christmas,295.0
2325,4,world war ii,pos,world war ii,pos,True,christmas,295.0
2325,5,funny,neg,funny,neg,True,christmas,295.0
3064,1,black and white,neg,black and white,neg,True,vampires,375.0
3064,2,dvd,pos,dvd,pos,True,vampires,375.0
3064,3,tom cruise,neg,tom cruise,neg,True,vampires,375.0
3064,4,cult film,neg,cult film,neg,True,vampires,375.0
3064,5,bruce willis,neg,bruce willis,neg,True,vampires,375.0
1176,1,true story,neg,true story,neg,True,oscar (best actor),138.0
1176,2,cannibalism,neg,cannibalism,neg,True,oscar (best actor),138.0
1176,3,classic,neg,classic,neg,True,oscar (best actor),138.0
1176,4,mafia,neg,mafia,neg,True,oscar (best actor),138.0
1176,5,organized crime,neg,organized crime,neg,True,oscar (best actor),138.0
2368,1,heist,neg,heist,neg,True,racism,193.0
2368,2,prison,pos,prison,pos,True,racism,193.0
2368,3,crime,pos,crime,pos,True,racism,193.0
2368,4,nudity (topless),pos,nudity (topless),pos,True,racism,193.0
2368,5,oscar (best actor),neg,oscar (best actor),neg,True,racism,193.0
2512,1,ghosts,pos,ghosts,pos,True,stephen king,134.0
2512,2,drama,neg,drama,neg,True,stephen king,134.0
2512,3,seen more than once,neg,seen more than once,neg,True,stephen king,134.0
2512,4,classic,pos,classic,pos,True,stephen king,134.0
2512,5,great movie,neg,great movie,neg,True,stephen king,134.0
5664,1,drama,neg,drama,neg,True,chick flick,113.0
5664,2,fun,pos,fun,pos,True,chick flick,113.0
5664,3,love,neg,love,neg,True,chick flick,113.0
5664,4,tom hanks,neg,tom hanks,neg,True,chick flick,113.0
5664,5,comedy,neg,comedy,neg,True,chick flick,113.0
1514,1,war,neg,war,neg,True,action,102.0
1514,2,dvd,neg,dvd,neg,True,action,102.0
1514,3,aliens,neg,aliens,neg,True,action,102.0
1514,4,superhero,neg,superhero,neg,True,action,102.0
1514,5,dark,neg,dark,neg,True,action,102.0
6248,1,boring,neg,boring,neg,True,magic,363.0
6248,2,adventure,pos,adventure,pos,True,magic,363.0
6248,3,predictable,neg,predictable,neg,True,magic,363.0
6248,4,epic,neg,epic,neg,True,magic,363.0
6248,5,overrated,neg,overrated,neg,True,magic,363.0
2788,1,quirky,neg,quirky,neg,True,time travel,48.0
2788,2,thriller,pos,thriller,pos,True,time travel,48.0
2788,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,48.0
2788,4,future,pos,future,pos,True,time travel,48.0
2788,5,dystopia,neg,dystopia,neg,True,time travel,48.0
1376,1,twist ending,neg,twist ending,neg,True,revenge,54.0
1376,2,disturbing,neg,disturbing,neg,True,revenge,54.0
1376,3,violent,neg,violent,neg,True,revenge,54.0
1376,4,overrated,neg,overrated,neg,True,fantasy,54.0
1376,5,adventure,neg,adventure,neg,True,fantasy,54.0
1458,1,violent,neg,violent,neg,True,mafia,32.0
1458,2,new york city,pos,new york city,pos,True,mafia,32.0
1458,3,oscar (best actor),pos,oscar (best actor),pos,True,mafia,32.0
1458,4,family,pos,family,pos,True,mafia,32.0
1458,5,violence,neg,violence,neg,True,mafia,32.0
549,1,quirky,pos,quirky,pos,True,time travel,27.0
549,2,thriller,neg,thriller,neg,True,time travel,27.0
549,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,27.0
549,4,future,pos,future,pos,True,time travel,27.0
549,5,dystopia,neg,dystopia,neg,True,time travel,27.0
6492,1,dvd,pos,dvd,pos,True,quirky,19.0
6492,2,dark comedy,pos,dark comedy,pos,True,quirky,19.0
6492,3,seen more than once,neg,seen more than once,neg,True,quirky,19.0
6492,4,crime,pos,crime,pos,True,quirky,19.0
6492,5,memory,neg,memory,neg,True,quirky,19.0
1960,1,intense,neg,intense,neg,True,surreal,86.0
1960,2,quirky,pos,quirky,pos,True,surreal,86.0
1960,3,dystopia,neg,dystopia,neg,True,surreal,86.0
1960,4,sci-fi,neg,sci-fi,neg,True,surreal,86.0
1960,5,romance,neg,romance,neg,True,surreal,86.0
6486,1,dvd,neg,dvd,neg,True,quirky,54.0
6486,2,twist ending,neg,twist ending,neg,True,revenge,54.0
6486,3,overrated,neg,overrated,neg,True,fantasy,54.0
6486,4,magic,neg,magic,neg,True,fantasy,54.0
6486,5,black comedy,neg,black comedy,neg,True,quirky,54.0
5835,1,aliens,neg,aliens,neg,True,sci-fi,23.0
5835,2,action,pos,action,pos,True,sci-fi,23.0
5835,3,robots,neg,robots,neg,True,sci-fi,23.0
5835,4,dvd,pos,dvd,pos,True,sci-fi,23.0
5835,5,future,neg,future,neg,True,sci-fi,23.0
2541,1,sean connery,neg,sean connery,neg,True,alfred hitchcock,392.0
2541,2,horror,pos,horror,pos,True,alfred hitchcock,392.0
2541,3,seen more than once,pos,seen more than once,pos,True,alfred hitchcock,392.0
2541,4,thriller,neg,thriller,neg,True,alfred hitchcock,392.0
2541,5,mystery,neg,mystery,neg,True,alfred hitchcock,392.0
2308,1,nudity (topless - brief),neg,nudity (topless - brief),neg,True,musical,574.0
2308,2,murder,pos,murder,pos,True,musical,574.0
2308,3,violent,neg,violent,neg,True,musical,574.0
2308,4,london,neg,london,neg,True,musical,574.0
2308,5,johnny depp,neg,johnny depp,neg,True,musical,574.0
3995,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,54.0
3995,2,epic,neg,epic,neg,True,fantasy,54.0
3995,3,crime,neg,crime,neg,True,quirky,54.0
3995,4,love,neg,love,neg,True,quirky,54.0
3995,5,depressing,neg,depressing,neg,True,revenge,54.0
7079,1,tom hanks,neg,tom hanks,neg,True,world war ii,332.0
7079,2,nazis,neg,nazis,neg,True,world war ii,332.0
7079,3,history,neg,history,neg,True,world war ii,332.0
7079,4,true story,pos,true story,pos,True,world war ii,332.0
7079,5,oscar (best picture),pos,oscar (best picture),pos,True,world war ii,332.0
1417,1,interesting,pos,interesting,pos,True,harrison ford,145.0
1417,2,action,pos,action,pos,True,harrison ford,145.0
1417,3,sequel,pos,sequel,pos,True,harrison ford,145.0
1417,4,great soundtrack,neg,great soundtrack,neg,True,harrison ford,145.0
1417,5,steven spielberg,pos,steven spielberg,pos,True,harrison ford,145.0
7493,1,murder,neg,murder,neg,True,fairy tale,79.0
7493,2,disney,pos,disney,pos,True,fairy tale,79.0
7493,3,france,neg,france,neg,True,fairy tale,79.0
7493,4,satire,pos,satire,pos,True,fairy tale,79.0
7493,5,fantasy,neg,fantasy,neg,True,fairy tale,79.0
657,1,spoof,neg,spoof,neg,True,super-hero,98.0
657,2,film noir,neg,film noir,neg,True,comic book,98.0
657,3,dark,neg,dark,neg,True,super-hero,98.0
657,4,marvel,pos,marvel,pos,True,super-hero,98.0
657,5,super-hero,pos,super-hero,pos,True,comic book,98.0
2293,1,dark,neg,dark,neg,True,dystopia,123.0
2293,2,robots,neg,robots,neg,True,dystopia,123.0
2293,3,time travel,neg,time travel,neg,True,dystopia,123.0
2293,4,comic book,neg,comic book,neg,True,dystopia,123.0
2293,5,post-apocalyptic,neg,post-apocalyptic,neg,True,dystopia,123.0
452,1,historical,neg,historical,neg,True,tom hanks,1.0
452,2,overrated,pos,overrated,pos,True,tom hanks,1.0
452,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,1.0
452,4,oscar (best picture),pos,oscar (best picture),pos,True,tom hanks,1.0
452,5,funny,pos,funny,pos,True,tom hanks,1.0
5511,1,nudity (topless),neg,nudity (topless),neg,True,aliens,47.0
5511,2,sci-fi,pos,sci-fi,pos,True,aliens,47.0
5511,3,future,neg,future,neg,True,aliens,47.0
5511,4,cult film,neg,cult film,neg,True,aliens,47.0
5511,5,stupid,neg,stupid,neg,True,aliens,47.0
3729,1,war,neg,war,neg,True,action,289.0
3729,2,dvd,pos,dvd,pos,True,action,289.0
3729,3,seen more than once,pos,seen more than once,pos,True,prison,289.0
3729,4,harrison ford,neg,harrison ford,neg,True,action,289.0
3729,5,superhero,neg,superhero,neg,True,action,289.0
4526,1,johnny depp,neg,johnny depp,neg,True,woody allen,234.0
4526,2,oscar (best picture),pos,oscar (best picture),pos,True,woody allen,234.0
4526,3,slow,neg,slow,neg,True,woody allen,234.0
4526,4,london,neg,london,neg,True,woody allen,234.0
4526,5,parody,neg,parody,neg,True,woody allen,234.0
613,1,family,neg,family,neg,True,espionage,247.0
613,2,murder,neg,murder,neg,True,espionage,247.0
613,3,memory,pos,memory,pos,True,espionage,247.0
613,4,007,neg,007,neg,True,espionage,247.0
613,5,brad pitt,neg,brad pitt,neg,True,espionage,247.0
2789,1,fun,neg,fun,neg,True,politics,1280.0
2789,2,revenge,neg,revenge,neg,True,politics,1280.0
2789,3,conspiracy,pos,conspiracy,pos,True,politics,1280.0
2789,4,true story,pos,true story,pos,True,politics,1280.0
2789,5,history,pos,history,pos,True,politics,1280.0
5460,1,satire,neg,satire,neg,True,animation,176.0
5460,2,family,neg,family,neg,True,animation,176.0
5460,3,comedy,neg,comedy,neg,True,animation,176.0
5460,4,fun,neg,fun,neg,True,animation,176.0
5460,5,seen more than once,neg,seen more than once,neg,True,animation,176.0
122,1,war,pos,war,pos,True,classic,126.0
122,2,organized crime,neg,organized crime,neg,True,classic,126.0
122,3,morgan freeman,neg,morgan freeman,neg,True,classic,126.0
122,4,dvd,pos,dvd,pos,True,classic,126.0
122,5,seen more than once,neg,seen more than once,neg,True,classic,126.0
3500,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,289.0
3500,2,epic,neg,epic,neg,True,fantasy,289.0
3500,3,superhero,neg,superhero,neg,True,action,289.0
3500,4,magic,neg,magic,neg,True,fantasy,289.0
3500,5,sci-fi,neg,sci-fi,neg,True,seen more than once,289.0
6401,1,war,neg,war,neg,True,classic,221.0
6401,2,organized crime,neg,organized crime,neg,True,classic,221.0
6401,3,morgan freeman,neg,morgan freeman,neg,True,classic,221.0
6401,4,dvd,neg,dvd,neg,True,classic,221.0
6401,5,seen more than once,pos,seen more than once,pos,True,classic,221.0
3967,1,sequel,neg,sequel,neg,True,robots,7.0
3967,2,quirky,neg,quirky,neg,True,time travel,7.0
3967,3,sci-fi,pos,sci-fi,pos,True,time travel,7.0
3967,4,arnold schwarzenegger,pos,arnold schwarzenegger,pos,True,robots,7.0
3967,5,post apocalyptic,neg,post apocalyptic,neg,True,robots,7.0
5803,1,stephen king,neg,stephen king,neg,True,ghosts,72.0
5803,2,psychology,neg,psychology,neg,True,ghosts,72.0
5803,3,suspense,neg,suspense,neg,True,ghosts,72.0
5803,4,predictable,neg,predictable,neg,True,ghosts,72.0
5803,5,dvd,pos,dvd,pos,True,ghosts,72.0
759,1,dark comedy,pos,dark comedy,pos,True,nicolas cage,1319.0
759,2,stupid,neg,stupid,neg,True,nicolas cage,1319.0
759,3,boring,pos,boring,pos,True,nicolas cage,1319.0
759,4,crime,pos,crime,pos,True,nicolas cage,1319.0
759,5,new york city,neg,new york city,neg,True,nicolas cage,1319.0
4891,1,aliens,neg,aliens,neg,True,sci-fi,8.0
4891,2,action,pos,action,pos,True,sci-fi,8.0
4891,3,robots,pos,robots,pos,True,sci-fi,8.0
4891,4,dvd,pos,dvd,pos,True,sci-fi,8.0
4891,5,future,neg,future,neg,True,sci-fi,8.0
4527,1,interesting,neg,interesting,neg,True,harrison ford,26.0
4527,2,war,neg,war,neg,True,nazis,26.0
4527,3,racism,neg,racism,neg,True,nazis,26.0
4527,4,steven spielberg,pos,steven spielberg,pos,True,nazis,26.0
4527,5,nazis,pos,nazis,pos,True,harrison ford,26.0
2890,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,180.0
2890,2,epic,neg,epic,neg,True,fantasy,180.0
2890,3,superhero,neg,superhero,neg,True,action,180.0
2890,4,sci-fi,neg,sci-fi,neg,True,action,180.0
2890,5,super-hero,neg,super-hero,neg,True,action,180.0
3406,1,intense,pos,intense,pos,True,surreal,210.0
3406,2,quirky,neg,quirky,neg,True,surreal,210.0
3406,3,dystopia,neg,dystopia,neg,True,surreal,210.0
3406,4,sci-fi,neg,sci-fi,neg,True,surreal,210.0
3406,5,romance,neg,romance,neg,True,surreal,210.0
4160,1,war,neg,war,neg,True,nazis,26.0
4160,2,world war ii,pos,world war ii,pos,True,nazis,26.0
4160,3,epic,pos,epic,pos,True,nazis,26.0
4160,4,adventure,pos,adventure,pos,True,nazis,26.0
4160,5,fun,pos,fun,pos,True,nazis,26.0
328,1,true story,pos,true story,pos,True,oscar (best picture),107.0
328,2,mental illness,neg,mental illness,neg,True,oscar (best picture),107.0
328,3,world war ii,neg,world war ii,neg,True,oscar (best picture),107.0
328,4,organized crime,neg,organized crime,neg,True,oscar (best picture),107.0
328,5,dvd,neg,dvd,neg,True,oscar (best picture),107.0
2869,1,quirky,neg,quirky,neg,True,hilarious,57.0
2869,2,cute,neg,cute,neg,True,hilarious,57.0
2869,3,funny,pos,funny,pos,True,hilarious,57.0
2869,4,religion,pos,religion,pos,True,hilarious,57.0
2869,5,music,neg,music,neg,True,hilarious,57.0
7542,1,organized crime,neg,organized crime,neg,True,cult film,296.0
7542,2,musical,pos,musical,pos,True,cult film,296.0
7542,3,dark comedy,neg,dark comedy,neg,True,cult film,296.0
7542,4,mystery,neg,mystery,neg,True,cult film,296.0
